"시설번호","시설유형코드","시도명","시군구명","시군구코드","소재지도로명주소","소재지지번주소","위도","경도","상세위치","안전센터명","보호틀유무","사용가능여부","설치년도","배관깊이","출수압력","배관지름","관할소방서명","관할소방서전화번호","데이터기준일자","제공기관코드","제공기관명"
"안의-하-07","02","경상남도","함양군","48870","경상남도 함양군 안의면 금성길 1","경상남도 함양군 안의면 금천리 160-10","35.6284277402","127.8119995182","믿음사","안의센터","N","Y","2011","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-상-06","01","경상남도","함양군","48870","경상남도 함양군 안의면 당본길 10-5","경상남도 함양군 안의면 당본리 22-1","35.6284124578","127.8106028378","안의면사무소","안의센터","N","Y","2006","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-상-05","01","경상남도","함양군","48870","경상남도 함양군 안의면 금성길 11","경상남도 함양군 안의면 당본리 193","35.6290189500","127.8110462414","우리두리식당","안의센터","N","Y","2007","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-하-04","02","경상남도","함양군","48870","경상남도 함양군 안의면 허삼둘길 13","경상남도 함양군 안의면 금천리 211","35.6304670668","127.8112609797","허삼둘가옥","안의센터","N","Y","2014","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-하-02","02","경상남도","함양군","48870","경상남도 함양군 안의면 금성길 34-3","경상남도 함양군 안의면 당본리 218-7","35.6304125747","127.8092384247","안의정수장","안의센터","N","Y","2001","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-상-01","01","경상남도","함양군","48870","경상남도 함양군 안의면 금성길 19","경상남도 함양군 안의면 당본리 200-5","35.6291644698","127.8103646882","안의119안전센터","안의센터","N","Y","2017","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-상-57","01","경상남도","함양군","48870","경상남도 함양군 안의면 허삼둘길 14-22","경상남도 함양군 안의면 금천리 175","35.629649","127.811474","허삼둘가옥","안의센터","N","Y","2014","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-상-56","01","경상남도","함양군","48870","경상남도 함양군 수동면 수동농공길 33","경상남도 함양군 수동면 화산리 1250-13","35.5231764265","127.7878924398","함양산림조합 목재조합장","안의센터","N","Y","2014","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-57","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1198-27","경상남도 함양군 함양읍 교산리 233-2","35.5256086247","127.7304542548","아크로폴리스 30m  남쪽 방향","함양센터","N","Y","2002","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-56","02","경상남도","함양군","48870","경상남도 함양군 함양읍 한들로 217","경상남도 함양군 함양읍 교산리 73-5","35.526015","127.734187","동일철재 입구 왼쪽 편","함양센터","N","Y","2002","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-55","02","경상남도","함양군","48870","-","경상남도 함양군 교산리 256-1","35.526057","127.732692","동일철재 서쪽 170m 지점","함양센터","N","Y","2002","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-53","02","경상남도","함양군","48870","경상남도 함양군 함양읍 인당2길 24-2","경상남도 함양군 함양읍 이은리 342","35.5123058367","127.7288744547","고운플라워 80m 동쪽","함양센터","N","Y","2001","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-49","02","경상남도","함양군","48870","경상남도 함양군 함양읍 이은농공길 40","경상남도 함양군 함양읍 이은리 387-7","35.5094350122","127.7298049204","ms가구산업 앞","함양센터","N","Y","2001","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-47","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양남서로 1102","경상남도 함양군 함양읍 이은리 277-100","35.5134427518","127.730378","황소인력 앞 삼거리","함양센터","N","Y","2001","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-46","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양새터길 40","경상남도 함양군 함양읍 난평리 153-1","35.4989891659","127.7192930336","신기마을 노인복지회관 앞","함양센터","N","Y","2001","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-45","02","경상남도","함양군","48870","경상남도 함양군 함양읍 상림3길 10","경상남도 함양군 함양읍 교산리 1033-8","35.5228532","127.722534","옥연가 앞 / 케빈커피 앞","함양센터","N","Y","2001","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-44","02","경상남도","함양군","48870","-","경상남도 함양군 함양읍 이은리 943-5","35.5150646274","127.727611","1133주택 앞","함양센터","N","Y","2001","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-43","02","경상남도","함양군","48870","경상남도 함양군 함양읍 상림3길 2","경상남도 함양군 함양읍 교산리 1034-6","35.5232834306","127.722441","아구대감 앞","함양센터","N","Y","2001","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-42","02","경상남도","함양군","48870","경상남도 함양군 함양읍 상림1길 13-4","경상남도 함양군 함양읍 운림리 340-7","35.5228456721","127.7214858627","까매요 왼쪽 편","함양센터","N","Y","2011","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-41","02","경상남도","함양군","48870","경상남도 함양군 함양읍 학사루2길21","경상남도 함양군 함양읍 운림리 161-1","35.5186547398","127.724242","운림3리 경로당 앞","함양센터","N","Y","2000","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-39","02","경상남도","함양군","48870","경상남도 함양군 함양읍 동위천2길 17","경상남도 함양군 함양읍 운림리 149-1","35.5178909501","127.723305","삼성냉동사 앞","함양센터","N","Y","2013","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-36","02","경상남도","함양군","48870","경상남도 함양군 함양읍 학사루길 23","경상남도 함양군 함양읍 운림리 60-6","35.518955","127.725309","청솔임업 앞","함양센터","N","Y","2000","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-35","02","경상남도","함양군","48870","경상남도 함양군 함양읍 동위천1길 13","경상남도 함양군 함양읍 운림리 308-1","35.5220303839","127.720954","가마솥 설렁탕 앞","함양센터","N","Y","1991","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-34","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평4길 17","경상남도 함양군 함양읍 용평리 900-1","35.5170540436","127.728247","제비표 페인트 앞","함양센터","N","Y","2000","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-33","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평길 17","경상남도 함양군 함양읍 용평리 610-3","35.519948","127.729259","심야어묵 앞","함양센터","N","Y","2000","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-32","02","경상남도","함양군","48870","경상남도 함양군 함양읍용평7길 11","경상남도 함양군 함양읍 용평리 854","35.516486","127.726581","용평1리 마을회관 앞","함양센터","N","Y","2000","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-31","02","경상남도","함양군","48870","경상남도 함양군 함양읍 교산3길 15","경상남도 함양군 함양읍 교산리 181-7","35.5222966909","127.730051","한주아파트 관리실 뒤 도로","함양센터","N","Y","2000","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-30","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1124","경상남도 함양군 함양읍 용평리 718-1","35.5189771730","127.727248","블랙야크 앞","함양센터","N","Y","2000","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-29","02","경상남도","함양군","48870","경상남도 함양군 함양읍 한들로 129","경상남도 함양군 함양읍 용평리 642-22","35.5185753331","127.7313948914","거꾸로 타는 귀뚜라미 보일러 옆","함양센터","N","Y","2000","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-28","02","경상남도","함양군","48870","경상남도 함양군 함양읍 한들로 101","경상남도 함양군 함양읍 용평리 595-31","35.5162416130","127.7299934","북경반점 앞","함양센터","N","Y","2000","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-27","02","경상남도","함양군","48870","경상남도 함양군 함양읍 고운로 58","경상남도 함양군 함양읍 용평리 694-4","35.5204160997","127.727751","동문사거리 베스킨라빈스 앞","함양센터","N","Y","2000","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-26","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1130","경상남도 함양군 함양읍 용평리 701-18","35.5196757207","127.7274945100","강남의원 앞","함양센터","N","Y","1999","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-상-29","01","경상남도","함양군","48870","경상남도 함양군 안의면 밤숲가는길 23-8","경상남도 함양군 안의면 이전리 25-3","35.6254054664","127.8123490280","안의중앙교회","안의센터","N","Y","2008","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-상-28","01","경상남도","함양군","48870","경상남도 함양군 안의면 석천길 15","경상남도 함양군 안의면 석천리 180","35.626316","127.8149988676","대지식육식당","안의센터","N","Y","2009","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"안의-하-27","02","경상남도","함양군","48870","경상남도 함양군 안의면 종로길 25","경상남도 함양군 안의면 석천리 161-7","35.6270640349","127.8143613782","왕자사료","안의센터","N","Y","2005","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-21","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평5길 25-2","경상남도 함양군 함양읍 용평리 607-98 부산오뎅","35.5176785783","127.728834","제일여인숙 앞","함양센터","N","Y","1999","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-20","02","경상남도","함양군","48870","경상남도 함양군 함양읍 고운로 59","경상남도 함양군 함양읍 용평리 692-1","35.5207516759","127.7278877648","동문사거리 파리바게트 앞","함양센터","N","Y","1999","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-19","02","경상남도","함양군","48870","경상남도 함양군 함양읍 고운로 104","경상남도 함양군 함양읍 용평리 679-5","35.5212856346","127.732834","지리산새마을금고주유소 입구","함양센터","N","Y","1999","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-18","02","경상남도","함양군","48870","경상남도 함양군 함양읍 고운로 80","경상남도 함양군 함양읍 용평리 684-11","35.5208775589","127.7300982258","읍지구대 건너편 중앙레스파 입구 도로 / 이삭토스트 옆","함양센터","N","Y","2013","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-17","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평4길 31","경상남도 함양군 함양읍 용평리 599-10","35.5157897242","127.7285793563","함양얼음 앞","함양센터","N","Y","1999","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-16","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평6길 1","경상남도 함양군 함양읍 용평리 754-1","35.5172460","127.726213","삼천리자전거 앞 / 나그네 식당 길 건너편","함양센터","N","Y","1999","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-15","02","경상남도","함양군","48870","경상남도 함양군 함양읍 학당1길 9","경상남도 함양군 함양읍 교산리 1021-27","35.5231436611","127.724697","행복마을 건물앞","함양센터","N","Y","1999","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-14","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평5길 5-1","경상남도 함양군 함양읍 용평리 733-2","35.5175953612","127.727025","만월식당 앞","함양센터","N","Y","1999","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-13","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평2길 12","경상남도 함양군 함양읍 용평리 613-15","35.5200145061","127.729765","명성아파트 입구우측 / 녹색식당 앞","함양센터","N","Y","2018","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-12","02","경상남도","함양군","48870","경상남도 함양군 함양읍 한들로 109","경상남도 함양군 함양읍 용평리 587-6","35.5170488756","127.730409","대성전기 와 대보설비 앞","함양센터","N","Y","2018","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-11","02","경상남도","함양군","48870","경상남도 함양군 함양읍 고운로 86","경상남도 함양군 함양읍 용평리 684-3","35.5209417170","127.7311393902","KT함양지점 앞","함양센터","N","Y","2018","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-08","02","경상남도","함양군","48870","경상남도 함양군 함양읍 학사루2길 4-8","경상남도 함양군 함양읍 운림리 128-2","35.5190912993","127.7229294944","지정환 피자 앞","함양센터","N","Y","2018","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-07","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양초등길 35-6","경상남도 함양군 함양읍 교산리 1025-4","35.5221072435","127.7249894611","주택 담 옆","함양센터","N","Y","2018","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-05","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1193","경상남도 함양군 함양읍 교산리 321-7","35.5253429259","127.728842","신흥부동산 앞","함양센터","N","Y","2018","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-03","02","경상남도","함양군","48870","경상남도 함양군 함양읍 교산2길 22-1","경상남도 함양군 함양읍 교산리 180-4","35.5226646284","127.728936","꼬마동산어린이집 앞 도로 / 이상재수기법 앞","함양센터","N","Y","2018","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-02","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1227","경상남도 함양군 함양읍 교산리 355","35.5280300885","127.7299380725","두진빌라트 건너편 인도","함양센터","N","Y","2018","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-01","02","경상남도","함양군","48870","경상남도 함양군 함양읍 원교길 9","경상남도 함양군 함양읍 교산리 335","35.5274639020","127.7286715641","하늘교회 50m 서쪽 방향","함양센터","N","Y","2003","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-134","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1007","경상남도 함양군 함양읍 백연리 197-8","35.5102864131","127.7207121165","두재고개순두부 옆 인도","함양센터","N","Y","2018","1","6","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-133","01","경상남도","함양군","48870","경상남도 함양군 함양읍 삼천길 21-4","경상남도 함양군 함양읍 신천리 580-1","35.5403053899","127.738155","삼천길 21-4 (주택 앞)","함양센터","N","Y","2018","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-132","01","경상남도","함양군","48870","경상남도 함양군 함양읍 원교1길 11-23","경상남도 함양군 함양읍 교산리 839","35.5282378604","127.7270688596","원교마을회관 앞","함양센터","N","Y","2018","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-131","01","경상남도","함양군","48870","경상남도 함양군 함양읍 기동1길 2","경상남도 함양군 함양읍 신관리 661-1","35.5313680705","127.744665","기동마을회관 앞","함양센터","N","Y","2018","1","6","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-130","01","경상남도","함양군","48870","경상남도 함양군 함양읍 필봉산길 65-1","경상남도 함양군 함양읍 교산리 946","35.5241362320","127.723935","늘봄가든 앞","함양센터","N","Y","2018","1","6","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-129","01","경상남도","함양군","48870","경상남도 함양군 함양읍 기동길 144","경상남도 함양군 함양읍 신관리 508-3","35.5313637995","127.7459114458","기동길 144 (주택 옆)","함양센터","N","Y","2018","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-저-2","04","경상남도","함양군","48870","경상남도 함양군 함양읍 용평중앙길 18-1","경상남도 함양군 함양읍 용평리 607-47","35.518551","127.7287009569","중앙시정 번영회 앞","함양센터","N","Y","2002","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-저-1","04","경상남도","함양군","48870","경상남도 함양군 함양읍 인당강변길 58","경상남도 함양군 함양읍 이은리 1139-69","35.5100376499","127.7322927441","함양소방서 구조대 내","함양센터","N","Y","2011","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-58","02","경상남도","함양군","48870","경상남도 함양군 함양읍 위성초등길 12","경상남도 함양군 함양읍 위성초등길 12","35.522454","127.732581","12번지 집 앞","함양센터","N","Y","2002","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-124","01","경상남도","함양군","48870","경상남도 함양군 함양읍 학사루3길 24","경상남도 함양군 함양읍 운림리 73-6","35.5180924062","127.724982","운림2리 마을회관 앞","함양센터","N","Y","2001","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-123","01","경상남도","함양군","48870","경상남도 함양군 함양읍 용평3길 26-1","경상남도 함양군 함양읍 용평리 620","35.5197085661","127.730543","해물촌 옆 / 송백가구 맞은편","함양센터","Y","Y","2017","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-122","01","경상남도","함양군","48870","경상남도 함양군 함양읍 용평3길 8","경상남도 함양군 함양읍 용평리 683-3","35.5206655235","127.7315028927","삼화페인트 앞 / 함양자동차검사장 맞은편","함양센터","Y","Y","2017","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-121","01","경상남도","함양군","48870","경상남도 함양군 함양읍 원교길 73","경상남도 함양군 함양읍 교산리 845-10","35.5289487042","127.7263008025","함양어린이집 앞","함양센터","N","Y","2017","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-120","01","경상남도","함양군","48870","경상남도 함양군 함양읍 용평중앙길 23","경상남도 함양군 함양읍 용평리 606-3","35.5189980966","127.7294099","스크린야구장 앞 인도","함양센터","N","Y","2017","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-119","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양남서로 1161-1","경상남도 함양군 함양읍 백연리 69-1","35.5155257965","127.7246200","에덴슈퍼 50m 동쪽 방향","함양센터","N","Y","2017","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-118","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1092","경상남도 함양군 함양읍 운림리 236","35.5165541","127.7256109863","맛고을 20m 서쪽 방향","함양센터","N","Y","2017","1","5.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-117","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양여중길 13","경상남도 함양군 함양읍 교산리 1009-16","35.5231162556","127.726851","경남빌라 서쪽편 30m 전방","함양센터","N","Y","2002","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-116","01","경상남도","함양군","48870","경상남도 함양군 함양읍 삼휴길 207-1","경상남도 함양군 함양읍 삼산리 876-1","35.5123076","127.7041856980","삼휴마을회관 앞 파란지붕 밑","함양센터","N","Y","2017","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-115","01","경상남도","함양군","48870","경상남도 함양군 함양읍 학사루길 37","경상남도 함양군 함양읍 운림리 90-4","35.5197001407","127.724298","남양청과 맞은편 / 함양군청 서쪽 110m","함양센터","N","Y","1998","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-114","01","경상남도","함양군","48870","경상남도 함양군 함양읍 중앙시장길 14","경상남도 함양군 함양읍 용평리 603-1","35.5178247871","127.7297184727","아카시아아파트 5동 옆 / 정민쌀상회 옆","함양센터","N","Y","1998","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-113","01","경상남도","함양군","48870","경상남도 함양군 함양읍 중앙시장길 9-8","경상남도 함양군 함양읍 용평리 607-119","35.5184987960","127.7295378236","울산식당 앞 화단 안","함양센터","N","Y","2008","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-112","01","경상남도","함양군","48870","경상남도 함양군 함양읍 고운로 66","경상남도 함양군 함양읍 용평리 612-8","35.5205491670","127.7287677832","갈비나라 맞은편 / 카페 TEATALK 앞","함양센터","N","Y","2008","1","5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-111","01","경상남도","함양군","48870","경상남도 함양군 함양읍 중촌길 5","경상남도 함양군 함양읍 백천리 1303-3","35.5252269101","127.7648134626","중촌마을회관 오른편","함양센터","N","Y","2017","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-110","01","경상남도","함양군","48870","경상남도 함양군 함양읍 고운로 393","경상남도 함양군 함양읍 백천리 1285-1","35.5246266","127.7615219318","더존샤시판넬 앞 삼거리 / 삼거리 표지판 밑","함양센터","N","Y","2007","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-109","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1155-6","경상남도 함양군 함양읍 교산리 1008-10","35.5219016726","127.7276715786","소고기는그램그램 앞 / 임실치즈피자 앞","함양센터","N","Y","2007","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-108","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1206-32","경상남도 함양군 함양읍 교산리 236","35.5258439150","127.7309725501","건물앞 도로 본백 3거리","함양센터","N","Y","2015","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-107","01","경상남도","함양군","48870","경상남도 함양군 함양읍 후동길 65","경상남도 함양군 함양읍 신천리 716-1","35.5385182022","127.733801","주택 옆 20m","함양센터","N","Y","2014","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-106","01","경상남도","함양군","48870","경상남도 함양군 함양읍 후동길 52","경상남도 함양군 함양읍 신천리 500-5","35.5374955082","127.7346015973","후동마을회관 동쪽 30m","함양센터","N","Y","2014","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-105","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1073","경상남도 함양군 함양읍 백연리 51-1","35.5155031787","127.7239114847","남원추어탕 뒤편 밭 안","함양센터","N","Y","2014","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-104","01","경상남도","함양군","48870","경상남도 함양군 함양읍 하백길 19-11","경상남도 함양군 함양읍 백연리 3-7","35.5162738291","127.7231908196","남원추어탕 뒤편 100m / 2층집 앞","함양센터","N","Y","2014","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-103","01","경상남도","함양군","48870","-","경상남도 함양군 함양읍 교산리 152-4","35.523750","127.730549","금성빌라 앞 4거리","함양센터","N","Y","2014","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-25","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1115","경상남도 함양군 함양읍 용평리 719-9","35.5183056532","127.7265315707","경남은행 맞은편 / 한성사랑채 입구 옆","함양센터","N","Y","1999","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-24","02","경상남도","함양군","48870","-","경상남도 함양군 함양읍 죽곡리 15","35.5228626326","127.7164924881","어린이공원 화장실 뒤","함양센터","N","Y","1999","1","2.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-23","02","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1139","경상남도 함양군 함양읍 용평리 699-2","35.5203626203","127.7273417870","동문사거리 던킨도너츠 앞","함양센터","N","Y","1999","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-하-22","02","경상남도","함양군","48870","경상남도 함양군 함양읍 용평길 12-3","경상남도 함양군 함양읍 용평리 611-8","35.5196467235","127.728714","청록식당 밑 골목","함양센터","N","Y","1999","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-98","01","경상남도","함양군","48870","경상남도 함양군 함양읍 학당1길 21","경상남도 함양군 함양읍 교산리 1021-17","35.5230749777","127.7260032514","주택 앞 인도","함양센터","N","Y","2012","1","3","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-97","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1167","경상남도 함양군 함양읍 교산리 976-3","35.5230614390","127.7280983733","금강태권도체육관 옆","함양센터","Y","Y","2005","1","4.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-96","01","경상남도","함양군","48870","경상남도 함양군 함양읍 학당1길 7","경상남도 함양군 함양읍 교산리 1021","35.5232070863","127.724508","대문있는 주택 앞","함양센터","N","Y","2012","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-95","01","경상남도","함양군","48870","경상남도 함양군 함양읍 함양로 1057","경상남도 함양군 함양읍 백연리 252-4","35.5143011827","127.7227454474","마당보이는 주택 앞","함양센터","N","Y","2017","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-94","01","경상남도","함양군","48870","경상남도 함양군 함양읍 뇌산길 175","경상남도 함양군 함양읍 삼산리 564","35.5063172669","127.7109640","뇌산마을회관 뒤편","함양센터","N","Y","2012","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-93","01","경상남도","함양군","48870","경상남도 함양군 함양읍 인당1길 17-8","경상남도 함양군 함양읍 이은리 953","35.5145850999","127.727046","나무담벼락집 옆","함양센터","N","Y","2012","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-92","01","경상남도","함양군","48870","경상남도 함양군 함양읍 한들로 245-1","경상남도 함양군 함양읍 교산리 62","35.5285553159","127.7341764890","지오모텔 입구 좌측 / GS한들에너지충전소 맞은편","함양센터","N","Y","2012","1","4","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
"함양-상-91","01","경상남도","함양군","48870","경상남도 함양군 함양읍 용평4길 9","경상남도 함양군 함양읍 용평리 723-15","35.5179513894","127.7279730680","현대전업사 옆 / 가나다 식육점 맞은편","함양센터","N","Y","2012","1","3.5","100","함양소방서","055-960-9273","2019-04-30","5460000","경상남도 함양군"
